27-09-2019 10:56:33.277 [nioEventLoopGroup-2-2] INFO  c.e.s.a.c.StudentRestController.lambda$1 - Romina
27-09-2019 10:56:33.277 [nioEventLoopGroup-2-2] INFO  c.e.s.a.c.StudentRestController.lambda$1 - Jeffer
27-09-2019 10:56:33.278 [nioEventLoopGroup-2-2] INFO  c.e.s.a.c.StudentRestController.lambda$1 - Randyx
27-09-2019 10:56:33.327 [nioEventLoopGroup-2-2] INFO  c.e.s.a.c.StudentRestController.lambda$1 - Robertxxx
27-09-2019 10:56:33.328 [nioEventLoopGroup-2-2] INFO  c.e.s.a.c.StudentRestController.lambda$1 - Forlan
27-09-2019 10:56:33.328 [nioEventLoopGroup-2-2] INFO  c.e.s.a.c.StudentRestController.lambda$1 - Alejandro
27-09-2019 10:56:33.329 [nioEventLoopGroup-2-2] INFO  c.e.s.a.c.StudentRestController.lambda$1 - Gonzalo
27-09-2019 10:56:33.330 [nioEventLoopGroup-2-2] INFO  c.e.s.a.c.StudentRestController.lambda$1 - Martino
27-09-2019 10:57:11.895 [RMI TCP Connection(38)-127.0.0.1] INFO  o.s.b.a.SpringApplicationAdminMXBeanRegistrar$SpringApplicationAdmin.shutdown - Application shutdown requested.
27-09-2019 10:57:11.995 [RMI TCP Connection(38)-127.0.0.1] INFO  o.s.c.n.e.s.EurekaServiceRegistry.deregister - Unregistering application SPRING-STUDENT with eureka with status DOWN
27-09-2019 10:57:12.007 [RMI TCP Connection(38)-127.0.0.1] WARN  c.netflix.discovery.DiscoveryClient.notify - Saw local status change event StatusChangeEvent [timestamp=1569599832007, current=DOWN, previous=UP]
27-09-2019 10:57:12.024 [DiscoveryClient-InstanceInfoReplicator-0] INFO  c.netflix.discovery.DiscoveryClient.register - DiscoveryClient_SPRING-STUDENT/LIM-BF4WDC2.usersad.everis.int:spring-student:8084: registering service...
27-09-2019 10:57:12.120 [DiscoveryClient-InstanceInfoReplicator-0] INFO  c.netflix.discovery.DiscoveryClient.register - DiscoveryClient_SPRING-STUDENT/LIM-BF4WDC2.usersad.everis.int:spring-student:8084 - registration status: 204
27-09-2019 10:57:12.429 [RMI TCP Connection(38)-127.0.0.1] INFO  org.mongodb.driver.connection.info - Closed connection [connectionId{localValue:3, serverValue:2321}] to localhost:27017 because the pool has been closed.
27-09-2019 10:57:14.746 [RMI TCP Connection(38)-127.0.0.1] INFO  c.netflix.discovery.DiscoveryClient.shutdown - Shutting down DiscoveryClient ...
27-09-2019 10:57:17.752 [RMI TCP Connection(38)-127.0.0.1] INFO  c.netflix.discovery.DiscoveryClient.unregister - Unregistering ...
27-09-2019 10:57:17.765 [RMI TCP Connection(38)-127.0.0.1] INFO  c.netflix.discovery.DiscoveryClient.unregister - DiscoveryClient_SPRING-STUDENT/LIM-BF4WDC2.usersad.everis.int:spring-student:8084 - deregister  status: 200
27-09-2019 10:57:17.852 [RMI TCP Connection(38)-127.0.0.1] INFO  c.netflix.discovery.DiscoveryClient.shutdown - Completed shut down of DiscoveryClient
